company_name,name,description,phone,email,state_code,url,language
Visometry GmbH,,"Visometry je předním poskytovatelem řešení vizuální kontroly, který stanovuje standardy v oblasti podnikové rozšířené reality a pomáhá společnostem s digitální transformací.

Twyn je softwarové řešení na klíč pro vizuální kontrolu kvality na bázi AR, které zlepšuje výrobní a zpracovatelské procesy.",49-6151155274,info@visometry.com,,visometry.com,EN
TOOL-TEMP CZ s.r.o.,,"Zajišťujeme prodej chladících a temperačních přístrojů. Jsme výhradním zastoupením pro ČR a SR. Poskytujeme záruční i pozáruční servis včetně náhradních dílů. Nabízíme periferní zařízení ke strojům pro zpracování plastů, kondiční lázně a vodní, tlakové a olejové přístroje.",420-776273320,info@tool-temp.cz,,www.tool-temp.cz,CZ
DELTARAY BV,,"Společnost Deltaray představuje průlomovou technologii: zrychlený 3D rentgen.
Plně automatizované řešení s umělou inteligencí, které umožňuje 100% kontrolu kvality přímo ve výrobě kritických dílů pro automobilový průmysl a zdravotnické prostředky.",32-494560126,info@deltaray.eu,,www.deltaray.eu,EN
Misan s.r.o.,Arcam EBM,"CNC obráběcí stroje OKUMA, CNC obráběcí stroje BROTHER, brusky OKAMOTO, aditivní technologie CONCEPTLASER a ARCAM EBM - prodej, servis.",420-325551440,lysa@misan.cz,SE,www.misan.cz,CZ
Polska Agencja Inwestycji i Handlu S.A.,,PAIH je státní agenturou pro podporu podnikání a investic. Dojednává investice do Polska a podporuje polské firmy zajímající se o zahraniční trhy.,48-223349955,paih24@paih.gov.pl,,www.paih.pl,EN
TG Drives s.r.o.,Asem S.p.A.,"Zabýváme se dodávkami a servisem servopohonů, převodovek a lineárních jednotek, digitálních servozesilovačů, řídících systémů, PC a panelů. Vytváříme návrhy, programování a optimalizaci řídících systémů pro CNC soustruhy a frézky, pálící stroje, průmyslové roboty a manipulátory, elektrovozidla.",420-548141811,info@tgdrives.cz,IT,www.tgdrives.cz,CZ
DropsA S.p.A.,,"Since 1946 DropsA has been producing centralized lubrication systems and components developing many ideas and products that have shaped our industry. Today our innovation is ever present showcasing new products and technology to the global market.

Develop high performance simple-to-use products that address customer applications in a cost effective manner. 
Maximize customer profitability and productivity by offering cutting edge technology in systems, components and operation. Provide quick response times, installation and support to customers operating both at a local and global level. Maintain excellent standards to all customer locations worldwide with our network of DropsA companies and specialized distribution channels. 
Establish a global presence with exceptional support.",39-02250791,sales@dropsa.com,,www.dropsa.com,EN
Solidsun s.r.o.,,,420-800400506,info@solidsun.cz,,www.solidsun.cz,CZ
Interpolimeri s.r.o.,Cabopol,"Společnost Interpolimeri byla založena v roce 1983 a dnes je evropským lídrem v distribuci plastových granulátů. Dlouhodobý pohled na věc, orientace na zákazníka a inovační schopnosti vždy patřily k základním hodnotám společnosti. Nabízíme komplexní portfolio surovin: komodity, technické plasty, elastomery, masterbatches a kompaundy. Kromě primárních materiálů nabízíme také recykláty a kompaundy na míru. Můžeme dodat jakékoli množství od 1 pytle až po celý kamion. Náš vysoce kvalifikovaný tým odborníků má dlouholeté zkušenosti v oboru a je rozdělen podle konkrétních aplikací. Společnost Interpolimeri poskytuje svým zákazníkům vysoce kvalitní výrobky a služby. Náš závazek ke kvalitě, udržitelnosti, integritě a zaměření na zákazníka nás odlišuje od našich konkurentů.",421-424635575,info.sk@interpolimeri.sk,PT,www.interpolimeri.com,SK
"3Dees Industries, s.r.o.",DYEMANSION GMBH,"Dodávka komplexních 3D výrobních technologií pro průmysl – 3D tiskárny (HP, Stratasys, Voxeljet, Formlabs, Evolve, Impossible Objects), postprocesní zařízení (Dyemansion) a 3D skenery (ZEISS).",420-733643826,3dees@3dees.cz,DE,www.3dees.cz,CZ
WHP TECHNIK s.r.o.,Leine + Linde,"Měřicí technika a automatizace v průmyslu.
3D souřadnicové měřicí stroje.
Měřicí systémy Renishaw, Magnescale, TESA a Schut.
Rotační snímače Leine-Linde.",420-541243897,whp@whp.cz,SE,www.whp.cz,CZ
"Jinan Xintian Technology Co., Ltd",,,86-18753170571,manager@xtlaser.com,,www.xtlaser.com,EN
"Shrinktech, s.r.o.",,"Sme výrobcom izolačných rúr a hadíc z rôznych druhov termoplastov, ako PVC, HDPE, LDPE, PP, ABS a ďalších. Na výrobu nášho sortimentu používame 13 extrudérov. Naša výroba rúr a hadíc je určená pre rôzne priemyselné odvetvia, ako je elektrotechnika, automobilový priemysel, poľnohospodárstvo, medicína a biela technika. Naša konkurenčná výhoda na trhu pramení z nášho záväzku dodávať vysokokvalitné produkty s využitím prémiových surovín.

Okrem toho sa špecializujeme na výrobu ochranných uzáverov a zátok zo mäkčeného PVC pomocou namáčacej technológie. Táto technológia, čiastočne vyvinutá naším tímom, ponúka cenovo výhodnú alternatívu oproti vstrekovaniu, najmä pre menšie výrobné série a prípady, kde nie sú požadované presné rozmerové parametre. V závislosti od produktu vieme zabezpečiť presné vnútorné alebo vonkajšie rozmery. Naše možnosti sa rozširujú na efektívne poťahovanie kovových predmetov akéhokoľvek tvaru alebo materiálu.

Naše produktové portfólio zahŕňa aj zmršťovacie bužírky, ochranné návleky, sťahovacie pásky, značenie vodičov, káblové vývodky a ukončovacie prvky vodičov.

Okrem toho naša ponuka zahŕňa široký sortiment etikiet, štítkov, termotransferových pások a exkluzívnu distribúciu priemyselných tlačiarní (CAB), doplnených softvérom na navrhovanie štítkov (NICELABEL).

S hrdosťou si zachovávame štatút plného členstva v Zväze automobilového priemyslu.",421-917474845,ladislav.pem@shrinktech.com,,www.shrinktech.com,EN
"REKO PRINT, s.r.o.",CARL VALENTINE,"Dodavatel zařízení pro značení výrobků, palet, obalů v průmyslovém odvětví. Dotisk data, šarže, čárového kódu.
Přímý tisk na kartony, ink jet tiskárny, aplikátory etiket a lasery.",420-519322798,info@reko-print.cz,DE,www.reko-print.cz,CZ
TruckRefunds.com,TruckRefunds.com,"Případ kartelu nákladních vozidel, do něhož byly zapojeni všichni hlavní evropští výrobci nákladních vozidel, byl v poslední době jedním z nejvýznamnějších antimonopolních případů. Případ vyústil v pokuty ve výši miliard eur pro výrobce nákladních vozidel a měl dalekosáhlé důsledky pro nákladní průmysl, právo hospodářské soutěže a soudní praxi.

TruckRefunds.com je inovativním hráčem v případech odškodnění v oblasti kartelů nákladních vozidel od roku 2017. Společnost se specializuje na pomoc majitelům nákladních vozidel získat jejich právoplatnou náhradu. 

V roce 2023 ještě není pozdě požádat o vrácení peněz, což může případně vést k prodeji nároku pro ty, kteří nechtějí nebo nemohou čekat na ukončení řízení. V případě případných dotazů nás neváhejte kontaktovat prostřednictvím našich webových stránek TruckRefunds.com",420-228880266,info@truckrefunds.com,DE,www.truckrefunds.com,EN
Angst + Pfister Gesellschaft m.b.H.,,,43-125846010,at@angst-pfister.com,,www.angst-pfister.com,EN
Oerlikon Balzers Coating Austria GmbH,,,43-386234144,info.balzers.at@oerlikon.com,,www.oerlikon.com/balzers/at,EN
Sensolligent GmbH,,"Chytrý Plug and Play software pro rychlou, snadnou a cenově dostupnou digitalizaci vašich strojů.",43-66488185654,office@sensodash.com,,www.sensodash.com,EN
IMR Fabrikautomation GmbH,,,43-42744100140,office@imr-fabrikautomation.com,,www.imr-fabrikautomation.com,EN
"Metal Service Centre - IMC Slovakia, s.r.o.",,,0,hlinik@imcslovakia.sk,,www.hlinik.sk,SK
VEEM TRADING s.r.o.,FIPA GmbH,,420-545222322,dvykouril@veemtrading.cz,DE,veemtrading.cz,CZ
Hemimex b.v.,West Friesland Metagis,"Hemimex Group je jedním z předních akcionářů v oblasti obchodu s bronzem a neželeznými kovy v Evropě. Máme také vlastní slévárnu na odstředivé lití měděných slitin. Se širokým sortimentem a 1600 t materiálu na skladě můžeme dodat mnoho výrobků přímo. Máme také 8 řezacích strojů na kruhové a ploché tyče a trubky, které můžeme dodat přímo. Olověný bronz, cínový bronz, fosforový bronz, hliníkový bronz, mosaz, kovaný materiál Rg7 CuSn12 CuAl10Ni CC333G CC762S CuSn8 CW614N CW307G atd.",31-735219125,info@hemimex.cz,NL,www.hemimex.cz,CZ
EBERHARD GmbH & Co. KG,,"Výroba normálií na formy a nástroje. Vyhazovače, vrtací pouzdra, razníky. Speciální výroba na základě výkresové dokumentace pro strojírenský průmysl.",49-7133100,info@eberhard.de,,www.eberhard.de,EN
Taiwan External Trade Development Council,,,886-227255200,taitra@taitra.org.tw,,www.taitra.org.tw,EN
ELMALI MAKINA SAN. TIC. LTD. STI.,,"Jsme výrobci lisovacích strojů a linek pro výrobu plechů.
Naše stroje pracují ve více než 100 zemích.

Náš sortiment zahrnuje:

Hydraulické lisy
- H rám do 7000 tun (včetně lisů pro loděnice)
- C rám do 500 tun

Mechanické excentrické lisy
- C rám do 400 tun
- D rám do 500 tun
- Dvojitá klika H rámu do 2000 tun

PLC děrovací stroje
NC hydraulické lisy
Hydraulické gilotinové nůžky",90-3322391980,elmali@biko.biz,,www.elmali.com.tr,EN
"Zemský výbor EPAL pro Českou a Slovenskou republiku, z.s.",,"Evropská paletová asociace, z.s. (EPAL) je jako mezinárodní sdružení zodpovědná za organizaci výměnného fondu EPAL. Euro palety EPAL jsou základem průmyslových a maloobchodních dodavatelských řetězců v Evropě. Značka EPAL je symbolem kvality, bezpečnosti a udržitelnosti v logistice. v současné době je v oběhu přibližně 650 milionů palet EPAL a přibližně 20 milionů paletových boxů EPAL, což z výměnného fondu EPAL činí největší otevřený pool palet na světě.

Více než 1 600 držitelů licence EPAL vyrábí a opravuje palety a další nosiče po celém světě.
EPAL uděluje licence pečlivě prověřeným výrobcům a firmám zaměřujícím se na jejich opravu. Ti procházejí průběžnými a nezávislými kontrolami externích společností. EPAL tak může celosvětově zajistit trvale vysokou kvalitu svých výrobků.

Jako nezisková organizace nesleduje EPAL žádné komerční zájmy. EPAL byl založen v roce 1991 jako mezinárodní sdružení pro výměnné europalety a v současné době působí prostřednictvím národních sdružení a zástupců ve více než 35 zemích. Ústředním bodem činnosti je organizace mezinárodního otevřeného poolu EPAL palet a zajištění kvality výroby a oprav všech licencovaných typů nosičů.

EPAL se svými zásadami opětovného použití, výměny, opravy a recyklace je již více než tři desetiletí vzorem udržitelného oběhového hospodářství. Dřevěné palety EPAL významně přispívají k ochraně klimatu. Ukládají CO2, zabraňují vzniku odpadu a zlepšují uhlíkovou stopu jejich uživatelů napříč průmyslem, maloobchodem či logistikou.",420-720970819,michaela.houstova@csepal.org,,www.epal-palety.cz,EN
"IMP KONTAKT, spol. s r.o.",,"Elesa+Ganter součástky, lisovací prvky, nýtovací matice, prvky do plechu, matice v kleci, trhací nýty, navařovací prvky, závitové vložky BaerCoil a BaerFix.",421-260202070,obchod@imp.sk,,www.imp.sk,SK
"Forlit & Metal, a.s.","Forlit, a.s.","Forlit&Metal, a.s. se zabývá výrobou sendvičových (voštinových) panelů, s hliníkovým voštinovým jádrem, výrobou samotného hliníkového jádra a výrobou kovodělných výrobků – plošným dělením a opracováním plechů. 
Díky prověřeným vlastnostem sendvičových panelů, inovativní výrobě a velkému potenciálu je v podstatě voština nadčasová. Využití je prakticky neomezené. Od strojírenství, stavebnictví, fasádních systémů nebo interiérů až po hmotnostní revoluci v dopravě, výrobě nábytku, sportovního vybavení nebo reklamních ploch.",420-702043821,regaskova@forlit.cz,CZ,www.fmetal.cz,CZ
"ALBA precision, spol. s r.o.",,"ALBA precision, spol. s r.o. zastupuje firmy v oblasti nástrojů na obrábění kovů, příslušenství k obráběcím strojům a výrobce strojů z různých zemí, které se mohou pochlubit vysokou kvalitou vyráběných produktů.",420-548226400,info@albaprecision.cz,,www.albaprecision.cz,CZ
"SPINEA, s.r.o.",,"Slovenská strojírenská společnost zabývající se vývojem, výrobou a prodejem vysoce přesných redukčních převodovek TwinSpin® a pohonů DriveSpin®.",421-517700156,info@spinea.com,,www.spinea.com,EN
TECH-K s.r.o.,,"Společnost TECH-K se zabývá certifikací a legalizací strojů.
Certifikace má přesný postup podle příslušných směrnic a norem. Postaráme se o celý průběh certifikace, vypracování ochranných opatření až po získání ES Prohlášení o shodě a označení CE.",421-948299767,tech-k@tech-k.sk,,www.tech-k.sk,SK
TECHNIKUM s.r.o.,,,421-905855000,pocisk@technikum.sk,,technikum.sk,SK
Agentura pro podnikání a inovace,,,420-800800777,programy@agentura-api.org,,www.agentura-api.org,EN
CzechInvest – Agentura pro podporu podnikání a investic,,,420-727850330,info@czechinvest.org,,www.czechinvest.org,EN
Technologická agentura ČR,,,420-234611312,info@tacr.cz,,www.tacr.cz,CZ
4heat s.r.o.,,"Zkušený specialista na vytápění hal. Řešení na klíč dle požadavků konkrétní budovy - od projekce, dodání, montáž až po servis. Stovky referencí po celé Evropě.",420-513035275,vytapeni@4heat.cz,,4heat.cz,CZ
IWZ Industriebedarf Wilhelm Zastera GmbH,,"Výhradní zástupce firem: JSW- plně elektrické vstřikovací lisy, GNEUSS – extrudery a rotační filtrační systémy, CRIZAF – pásové dopravníky a separátory, SYTRAMA – lineární roboty a automatizační systémy, TECHTORY – automatizační systémy.",43-149317170,office@iwz.at,,www.iwz.at,EN
Svaz průmyslu a dopravy ČR,,"Svaz průmyslu a dopravy ČR je největším zaměstnavatelským svazem v České republice. Zastřešuje 36 svazů a asociací a přes 160 individuálních členských firem. Celkově hájí zájmy firem, které zaměstnávají přes 1 milion pracovníků. Je nestátní organizací, nezávislou na vládě, politických stranách a odborech, ovlivňující hospodářskou a sociální politiku vlády a působící na vytváření optimálních podmínek pro podnikání. Jako oficiální připomínkové místo komentuje průměrně 140 zákonů či vládních předpisů ročně. Hájí zájmy zaměstnavatelů v evropských a světových organizacích, zejména jako člen Konfederace evropského podnikání BusinessEurope. Svaz průmyslu a dopravy ČR zajišťuje navazování obchodně ekonomických vztahů mezi českými a zahraničními subjekty formou podnikatelských misí, konferencí, dvoustranných a vícestranných jednání a účastí svých členů na veletrzích, výstavách a odborných seminářích.",420-225279111,spcr@spcr.cz,,www.spcr.cz,CZ
KESSLER Group,,,49-75828090,info@kessler-group.biz,,www.kessler-group.biz,EN
Oesterreichische Kontrollbank Aktiengesellschaft,,,43-1531270,exportservices@oekb.at,,www.oekb.at,EN
Zerma Europe - Lommers Maschinen SIA,ZERMA Machinery & Recycling Technology,"Jednohřídelové drtiče, granulátory a mlýny",371-27075383,zerma.europe@gmail.com,CN,zerma.pro,EN
Essentra Components s.r.o.,,,420-545221660,sales@essentracomponents.cz,,www.essentracomponents.cz,CZ
"Fiving, s. r. o.",,"FIVING je výrobní společnost, která od svého založení v roce 1992 vyvíjí, vyrábí, montuje a servisuje vlastní vzduchotechnická zařízení. V současné době společnost zaměstnává více než 70 zaměstnanců. Celková plocha výrobního závodu zabírá plochu fotbalového stadionu. Společnost FIVING klade velký důraz na kvalitu svých výrobků a služeb, a proto má zaveden systém řízení kvality ISO 9001 a systém environmentálního managementu ISO 14001.
Společnost FIVING nabízí řešení v oblasti klimatizace, technologického chlazení, vytápění, měření a regulace vytápění, větrání pro různé typy objektů v průmyslové i rezidenční sféře. Nabízíme komplexní a efektivní řešení zaměřená na snížení provozních nákladů a maximalizaci účinnosti a efektivity navržených systémů.
Naše společnost investuje do nových technologií v souladu se strategickými cíli společnosti, aby byla schopna dlouhodobě a efektivně zajistit celý výrobní proces vzduchotechnických zařízení vlastním technologickým vybavením. Naším dlouhodobým cílem je, aby se společnost FIVING stala uznávanou značkou s prvotřídním portfoliem produktů a služeb v oblasti výroby a produkce vzduchotechnických zařízení, a to díky neustálým inovacím a zvyšování kvality, které jsou výsledkem našeho vlastního vývoje.",421-445476701,obchod@fiving.sk,,fiving.cz,SK
LOGeco s.r.o.,,"Naše certifikovaná technologie ERVOeco je technologií 21. století, kterou český tým vědců vyvíjí již od roku 2012. Odpovídá koncepci cirkulární ekonomiky, kdy z organické části odpadů těží cenné a dále využitelné suroviny v podobě oleje, plynu a uhlíkatého pevného zbytku. Vrací tak použité výrobky znovu do života, a to v nekonečném koloběhu. Pomáhá zbavovat planetu odpadků a řeší tak jeden z největších problémů lidstva. Technologie má budoucnost nejen proto, že odpadky umí recyklovat, ale hlavně proto, že je ekologická, ekonomicky výdělečná a bez škodlivých emisí. Přispívá také ke globálnímu snižování emisí.
Nedodáváme jen samotnou technologii ERVOeco, ale nabízíme také individuální a komplexní řešení „na klíč“ pro váš konkrétní projekt zpracování odpadů.",420-733186818,info@ervoeco.com,,ervoeco.com,EN
"GOTTSCHOL ALCUILUX CZ, spol. s r.o.",,"Jsme česká společnost, zkráceně GACZ. Zabýváme se 3D tiskem nástrojové oceli do max. rozměrů 250 x 250 x 300. Dále nabízíme laserové pálení plechů do tl. 3mm, sériové soustružení do pr. 7 mm a 3D frézování.",420-724955059,peterkova@gacz.cz,,www.tiskkovu.cz,CZ
INSIZE Czech s.r.o.,,,420-544500151,info@insize.cz,,www.insize.cz,CZ
"DME Czech Republic, s.r.o.",,,420-800142451,dme_cz@dme.net,,www.dmeeu.com,EN
"DOHO Electric Co., LTD",,,86-15825610011,sale2@doho.cc,,www.cndoho.en.alibaba.com,EN
"QUZHOU UTIE NEW MATERIAL CO.,LTD",,,86-15057778200,kevon@chjoin.com,,,EN
"HUZHOU OUBEN MECHANICAL AND ELECTRICAL EQUIPMENT CO., LTD.",,,86-5722051986,36259652@qq.com,,,EN
"HANGZHOU SHENGSHIDENG MAGNETICS CO., LTD",,,86-57182867702,hr-ssc@sdmmagnetic.com,,www.magnet-sdm.com,EN
Hommel CS s.r.o.,JENOPTIK INDUSTRIAL METROLOGY,"JENOPTIK - přístroje pro měření parametrů drsnosti, kontur, úchylek tvaru a polohy na rotačních i nerotačních součástech. Optické bezdotykové měření - Opticline. 
3D optické měření součástí. Sledovací měřidla pro brusky. Vzduchová měřidla a automatické měřicí stanice. Optická kontrola kvality povrchů.",420-417535160,radka.vesela@hommel-etamic.cz,DE,www.jenoptik.cz,CZ
RIMATEC s.r.o.,ERMAKSAN,"Dodavatel technologií na zpracování plechů - laserové řezací stroje, vodní paprsek, ohraňovací lisy, tabulové nůžky, zakružovačky plechu a profilů, ohýbačky trubek.",420-602197772,info@rimatec.cz,TR,www.rimatec.cz,CZ
WITTENSTEIN GmbH,,"Firma WITTENSTEIN je předním světovým výrobcem přesných planetových převodovek, ale i dalších komponentů v oblasti pohonové techniky.",420-601166787,office@wittenstein.at,,www.wittenstein.at,EN
Ovako AB,,"Ovako vyvíjí high-tech řešení z oceli pro své zákazníky a ve spolupráci s nimi v oboru výroby ložisek, přepravy a výroby. Naše ocel dodává konečným výrobkům našich zákazníků větší odolnost a prodlužuje jejich životnost, takže v konečném výsledku vznikají chytřejší, energeticky úspornější a ekologicky šetrnější výrobky.

Naše výroba se opírá o recyklovaný šrot a zahrnuje ocel v podobě tyčí, trubek, kruhů a polotovarů. Ovako má přibližně 2 800 zaměstnanců ve více než 30 zemích. Od června 2018 je Ovako pobočkou japonské skupiny Nippon Steel Corporation, třetího největšího výrobce oceli na světě, který má 93 500 zaměstnanců. Více informací najdete na našich stránkách www.ovako.com a www.nipponsteel.com.",0,info@ovako.com,,www.ovako.com,EN
VABEX s.r.o.,,"Firma VABEX s.r.o. - vyrábí a prodává přesné strojní svěráky, měřidla, upínky, dorazy, magnetické upínače, malé stroje, laserové popisovací zařízení a jiné nářadí pro kovoobráběcí dílny.",420-573776060,vabex@strojnisveraky.cz,,shop.strojnisveraky.cz,CZ
UKB - Uwe Krumm Burbach GmbH,,"UKB je spolehlivým výrobcem a dodavatelem ohraňovacích nástrojů, speciálních nástrojů, nožů do nůžek a příslušenství. UKB je také ideální partner pro zakázkovou výrobu: CNC-frézování, CNC-broušení, úpravy, opravy a přebrušování. Více na: www.ukb-gmbh.cz.",49-273644420,p.hetver@ukb-gmbh.cz,,www.ukb-gmbh.cz,CZ
Trade Media International s.r.o.,,"Trade Media International je jedním z předních celorepublikových vydavatelství odborných časopisů na českém a slovenském trhu. Mezi jeho tituly naleznete časopisy Řízení a údržba průmyslového podniku, Control Engineering Česko a Vše o průmyslu. Pod hlavičkou těchto titulů navíc pořádá řadu odborných konferencí a seminářů.",420-777793393,info@trademedia.cz,,www.trademedia.cz,CZ
"CZ.TECH Čelákovice, a.s.",UTTec GmbH & Co.KG,,420-326993844,cztech@cztech.cz,DE,www.cztech.cz,CZ
Römheld GmbH,,"Hydraulické válce, hydraulické upínače pro konstrukci upínacích přípravků, hydraulické agregáty, hydraulické ventily, rozváděcí prvky, montážní a manipulační technika.",49-640589200,info@roemheld.de,,www.roemheld.de,EN
AMAYA CUTTING TOOLS,,"Výrobce karbidových řezných nástrojů, především fréz na opracování oceli, hliníku, nerezové oceli, titanu a žáruvzdorných materiálů.",0,salescz@amayacuttingtools.com,,www.amayacuttingtools.com,EN
"STROMAC, s.r.o.",GASPARINI INDUSTRIES s.r.l.,"Prodáváme ohraňovací nástroje ROLLERI, automatizované ohýbačky plechu, nůžky a skružovačky SCHRÖDER, ohýbačky trubek a automatizované výrobní buňky TRANSFLUID, odjehlovací stroje WEBER,  ohraňovací lisy GASPARINI, poskytujeme poradenství a servis pro plechotvářecí stroje, ohýbačky trubek a poradenství pro nástroje.",420-604741395,stromac@stromac.com,IT,www.stromac.cz,EN
"Strojírenský zkušební ústav, s.p.",,"Mezinárodní zkušební, inspekční a certifikační organizace.",420-541120111,szu@szutest.cz,,www.szutest.cz,CZ
EAS INTERNATIONAL,,"Poskytujeme celosvětová logistická a dopravní řešení, jako je Next Flight Out, OBC, charterové lety, silniční nákladní doprava, námořní přeprava a celní zprostředkování ...",33-625737417,info@eas-intl.com,,www.eas-intl.com,EN
S.A.F. Praha spol. s r.o.,Contracor GmbH,Zařízení a stroje pro tryskání a žárové stříkání kovů.,420-321672815,info@saf.cz,DE,www.saf.cz,CZ
Delex Polska Sp. z o.o.,,"Jsme polská společnost se švédským kapitálem. Naše nabídka zahrnuje služby v oblasti výroby kovových prvků z drátu a plechu, služby v procesech ohýbání, řezání laserem, tváření za studena (lisování, ohýbání), svařování a bodového svařování.",48-668212455,mpawlikowski@delex.pl,,www.delex.pl,EN
metaloBox Bohemia s.r.o.,,,420-777910545,info@metalobox.cz,,www.metalobox.cz,CZ
"EDF Nuclear Czechia, odštěpný závod",,Největší provozovatel jaderných elektráren na světě.,420-605221651,roman.zdebor@edf.fr,,czech-republic.edf.com/cs,EN
AIRPIPE EUROPE SAS,,"Společnost AIRpipe se specializuje na řešení týkající se distribuce stlačeného vzduchu a kapalin a poskytuje vynikající výkonné systémy stlačeného vzduchu a plynu s dlouhou životností, které snižují provozní náklady a zvyšují produktivitu.",33-240051020,frederic@airpipe-europe.com,,airpipe-europe.com,EN
MTS Central s.r.o.,,,421-947901702,mtscentralsro.production@gmail.com,,www.mts-central.com,EN
RoboTwin s.r.o.,,"Vyvíjíme chytrá zařízení pro robotizaci výroby umožňující učit roboty bez programování - snadno a rychle na základě imitace pohybu. Zhlédněte demo pro lakování!

Jak to funguje? Praconík předvede pohyb na prvním výrobku, RoboTwin jej zaznamená a vygenerguje program pro robota. Robot dokončí všechny zbývající výrobky v sérii.",420-728916167,info@robotwin.cz,,robotwin.cz,CZ
GradexSoft s.r.o.,,"GRADEX ERP - Flexibilní softwarové řešení s komplexní sadou funkcí pro efektivnější řízení procesů, optimalizaci výroby a celkové zlepšení výkonnosti vaší organizace.",420-228222092,sales@gradexsoft.com,,www.gradexsoft.com,EN
3DTEC s.r.o.,,"Naše společnost se věnuje profesionálnímu 3D měření v naší laboratoři i přímo u zákazníka.

Disponujeme 3D skenery, trackery, CMM a CT skenovacími přístroji.

Jako jediná akreditovaná zkušební laboratoř na Slovensku splňujeme požadavky normy ISO/IEC 17025: 2017.

Jsme největším dodavatelem tohoto druhu služeb na Slovensku a v České republice.",421-911618700,robert.jurca@3dtec.sk,,www.3dtec.sk,SK
Svět plastů - mach agency s.r.o.,,"Svět plastů - odborný plastikářský titul vycházející vždy v dubnu a září jako speciální vydání k veletrhům.
TECHnews - elektronický newsletter vycházející každé tři týdny s distribucí na 1500 mailových, striktně plastikářských adres.",420-606715510,mach@machagency.cz,,www.svetplastu.eu,CZ
HAIMER GmbH,,"HAIMER je rodinná, středně velká společnost se sídlem v Německu. Vyvíjíme, vyrábíme a prodáváme inovativní, vysoce přesné výrobky pro obrábění kovů a další průmyslová odvětví.",49-825799880,haimer@haimer.de,,www.haimer.com,EN
ELTECH Slovakia spol. s r.o.,ELMEA SRL,"Výroba, montáž a prodej automatizovaných tvářecích linek (podavače, rovnačky, odvíječky) a lisů. Servis tvářecích strojů - lisů, prodej příslušenství k lisům.",421-903413063,belica.peter@eltech.sk,IT,www.eltech.sk,SK
"Compas automatizace, spol. s r.o.",iba AG,"Compas dodává technologie s roboty, průmyslovou automatizaci a výrobní IT systémy třídy MES/MOM pro „chytré“ digitální továrny ve vizi Industry 4.0. Aktivity Compas v dodávkách řešení pro Digitální továrny: 
- konstrukce a dodávky JUS strojů, výrobních linek s roboty a investičních celků
- průmyslová automatizace pro sériové a dávkové výrobní procesy
- komplexní digitalizace výroby, logistiky, jakosti a údržby.
Odlišujeme se tím, že dokážeme výrobním podnikům dodávat integrované, plně automatizované a digitalizované výrobní celky od úrovně technologií až po výrobní IT. Vyvíjíme a implementujeme výrobní informační MES/MOM systém COMES a tvoříme komplexní řešení systémové integrace, umožňující detailně plánovat a řídit výrobu, zlepšovat její jakost, efektivitu a řídit interní logistiku a údržbu. Rámec našich služeb pro optimalizaci procesů jsme obohatili distribucí a implementací komplexních diagnostických systémů technologií německé firmy iba AG. Posláním iba je přinést transparentnost do světa průmyslové výroby a energetických závodů i distribučních sítí. Jsme jedním z leaderů v oboru řešení průmyslové automatizace a automatizačním partnerem firem Beckhoff, Siemens, Fanuc a Stäubli. Projektujeme elektrická zařízení, programujeme řídicí systémy Simatic i Beckhoff a aplikujeme roboty předních výrobců. V automatizaci patří tým Compas specialistů k předním v Evropě. V oboru konstrukce a dodávek technologií nabízíme dodávky nových i úpravy stávajících JUS a zařízení s implementací robotů i cobotů. Dodáváme aplikace pro více průmyslových odvětví, a to jak pro oblast sériových výrob - automotive, gumárenství, plastikářství, strojírenství, tak i pro procesní průmysl - šaržové výroby farmacie, potravinářství, zdravotní pomůcky aj.",420-567567230,info@compas.cz,DE,www.compas.cz,CZ
FORMAT 1 spol. s r.o.,,"Váhy, pytlovací, dávkovací, pod silo, dopravníky, omezovače přetížení, vážení na výtahy, vestavěné váhy do stávajících zařízení, snímače síly, zobrazovací a vyhodnocovací jednotky.",420-544223265,format1@format1.cz,,www.format1.cz,CZ
T+T Technika a trh,Streamtech.TV,"T+T Technika a trh - průvodce světem průmyslu. Český a slovenský polytechnický měsíčník o aktuálním dění v oblastech domácího i zahraničního trhu. Časopis je určen pro seznámení pracovníků technologií, konstrukcí a investic se současnou úrovní a nabídkou průmyslových zařízení, techniky a aktuálních trendů.",420-545222776,technika@ccb.cz,CZ,www.technikaatrh.cz,CZ
FIBRO GmbH | Standard Parts,,"Společnost FIBRO – přední výrobce a dodavatel normálií pro výrobu nástrojů – nabízí jedinečný program vysoce přesných
výrobků. S více než milionem různých položek, z toho 40 000 neustále skladem a dostupnými v co nejkratší možné době, je společnost FIBRO pro mezinárodní výrobce nástrojů dodavatelem s kompletní nabídkou a se zárukou „one stop shopping“ (nákup na jedno zastavení).",49-7134730,info@fibro.de,,www.fibro.de,EN
Hembrug Machine Tools,,Výrobce obráběcích zařízení pro tvrdé soustružení a tvrdé soustružení / broušení s vysokou přesností. Je možná integrace postprocesních a automatizačních aplikací.,31-235124900,sales@hembrug.com,,www.hembrug.com,EN
